PMID	Pubdate	Journal	Disease ID	Disease Text	Food ID	Food Text	Sentence	Labels
26036589	2015	Environmental science and pollution research international	MESH:D064420	toxicity	Food ID:4047	coriander	Basil showed the highest ANN-DISEASE results in four out of the five models tested followed by ANN-FOOD then mint; this result highlights the potentiality of basil as a green insecticide in management of flies and opens new insight in the industrialization of basil-based fly control products.	Neutral
26036589	2015	Environmental science and pollution research international	MESH:D064420	toxicity	Food ID:39350	basil	Basil showed the highest ANN-DISEASE results in four out of the five models tested followed by coriander then mint; this result highlights the potentiality of ANN-FOOD as a green insecticide in management of flies and opens new insight in the industrialization of basil-based fly control products.	Neutral
26036589	2015	Environmental science and pollution research international	MESH:D064420	toxicity	Food ID:39350	basil	Basil showed the highest ANN-DISEASE results in four out of the five models tested followed by coriander then mint; this result highlights the potentiality of basil as a green insecticide in management of flies and opens new insight in the industrialization of ANN-FOOD-based fly control products.	Neutral
26047020	2015	The Prostate	MESH:D063646	carcinogenic	Food ID:4073	chili peppers	BACKGROUND: Capsaicin, the active compound in ANN-FOOD, has demonstrated anti- ANN-DISEASE properties in vitro in a number of malignancies, including the prostate.	Positive
26047020	2015	The Prostate	MESH:D009369	malignancies	Food ID:4073	chili peppers	BACKGROUND: Capsaicin, the active compound in ANN-FOOD, has demonstrated anti- carcinogenic properties in vitro in a number of ANN-DISEASE, including the prostate.	Positive
26051566	2015	Complementary therapies in medicine	MESH:D010146	pain	Food ID:39329	lavender oil	Accordingly, ANN-FOOD may be an option to reduce ANN-DISEASE by insertion of hemodialysis needles.	Positive
26051575	2015	Complementary therapies in medicine	MESH:D009325	nausea	Food ID:94328	ginger	OBJECTIVE: To assess the efficacy of inhaled ANN-FOOD aromatherapy on ANN-DISEASE, vomiting and health-related quality of life (HRQoL) in chemotherapy breast cancer patients.	Neutral
26051575	2015	Complementary therapies in medicine	MESH:D014839	vomiting	Food ID:94328	ginger	OBJECTIVE: To assess the efficacy of inhaled ANN-FOOD aromatherapy on nausea, ANN-DISEASE and health-related quality of life (HRQoL) in chemotherapy breast cancer patients.	Neutral
26051575	2015	Complementary therapies in medicine	MESH:D001943	breast cancer	Food ID:94328	ginger	OBJECTIVE: To assess the efficacy of inhaled ANN-FOOD aromatherapy on nausea, vomiting and health-related quality of life (HRQoL) in chemotherapy ANN-DISEASE patients.	Neutral
26051575	2015	Complementary therapies in medicine	MESH:D009325	nausea	Food ID:94328	ginger	The VAS ANN-DISEASE score was significantly lower after ANN-FOOD essential oil inhalation compared to placebo during acute phase (P=0.040) but not sustained for overall treatment effect (treatment effect: F=1.82, P=0.183; time effect: F=43.98, P<0.001; treatmentxtime effect: F=2.04; P=0.102).	Positive
26051575	2015	Complementary therapies in medicine	MESH:D001068	appetite loss	Food ID:94328	ginger	A clinically relevant 10 points improvement on role functioning (P=0.002) and ANN-DISEASE (P<0.001) were also documented while patients were on ANN-FOOD essential oil.	Positive
26051719	2015	Pakistan journal of pharmaceutical sciences	MESH:D009101	myeloma	Food ID:105181	Cardamom	ANN-FOOD in is proved to have multiple anti-ANN-DISEASE effects, including myeloma cell activity and proliferation control, cell cycle retardant and apoptosis induction, which indicates its value in the field of medical pharmacy.	Positive
26051719	2015	Pakistan journal of pharmaceutical sciences	MESH:D009101	myeloma	Food ID:105181	Cardamom	ANN-FOOD in is proved to have multiple anti-myeloma effects, including ANN-DISEASE cell activity and proliferation control, cell cycle retardant and apoptosis induction, which indicates its value in the field of medical pharmacy.	Positive
28269780	2017	Journal of Alzheimer's disease : JAD	MESH:D044903	hypocholesterolemic, hyperinsulinemic	Food ID:78534	Trigonella foenum-graecum	ANN-FOOD (fenugreek) has been reported to have hypoglycemic, ANN-DISEASE and anti-diabetic properties.	Neutral
28269780	2017	Journal of Alzheimer's disease : JAD	MESH:D003920	diabetic	Food ID:78534	Trigonella foenum-graecum	ANN-FOOD (fenugreek) has been reported to have hypoglycemic, hypocholesterolemic, hyperinsulinemic and anti-ANN-DISEASE properties.	Positive
28269780	2017	Journal of Alzheimer's disease : JAD	MESH:D044903	hypocholesterolemic, hyperinsulinemic	Food ID:78534	fenugreek	Trigonella foenum-graecum (ANN-FOOD) has been reported to have hypoglycemic, ANN-DISEASE and anti-diabetic properties.	Positive
28269780	2017	Journal of Alzheimer's disease : JAD	MESH:D003920	diabetic	Food ID:78534	fenugreek	Trigonella foenum-graecum (ANN-FOOD) has been reported to have hypoglycemic, hypocholesterolemic, hyperinsulinemic and anti-ANN-DISEASE properties.	Positive
28269780	2017	Journal of Alzheimer's disease : JAD	MESH:D000544	AD	Food ID:78534	fenugreek	However, the neuroprotective effect of ANN-FOOD seed powder against aluminum chloride (AlCl3) induced ANN-DISEASE rats has not been analyzed.	Neutral
28269780	2017	Journal of Alzheimer's disease : JAD	MESH:D008569	memory deficits	Food ID:78534	fenugreek	Our behavioral, biochemical, and molecular studies revealed that the co-administration of ANN-FOOD seed powder significantly attenuated the AlCl3 induced ANN-DISEASE, amyloid and tau pathology, oxidative stress, and inflammation in AD rats could be due to the synergistic action of its active components.	Positive
28269780	2017	Journal of Alzheimer's disease : JAD	MESH:D007249	inflammation	Food ID:78534	fenugreek	Our behavioral, biochemical, and molecular studies revealed that the co-administration of ANN-FOOD seed powder significantly attenuated the AlCl3 induced memory deficits, amyloid and tau pathology, oxidative stress, and ANN-DISEASE in AD rats could be due to the synergistic action of its active components.	Positive
28269780	2017	Journal of Alzheimer's disease : JAD	MESH:D000544	AD	Food ID:78534	fenugreek	Our behavioral, biochemical, and molecular studies revealed that the co-administration of ANN-FOOD seed powder significantly attenuated the AlCl3 induced memory deficits, amyloid and tau pathology, oxidative stress, and inflammation in ANN-DISEASE rats could be due to the synergistic action of its active components.	Positive
28483257	2017	International journal of pediatric otorhinolaryngology	MESH:D034381	hearing loss	Food ID:555479	nigella sativa	We aimed to investigate the protective role of intratympanic ANN-FOOD oil against gentamicin induced ANN-DISEASE in an animal model.	Neutral
1587006	1992	Carcinogenesis	MESH:D063646	tumorigenesis	Food ID:4682	garlic	Diallyl sulfide (DAS), a component of ANN-FOOD oil, has been shown to inhibit ANN-DISEASE by several chemical carcinogens.	Positive
10641145	1999	Indian journal of experimental biology	MESH:D003920	diabetic	Food ID:78534	Trigonella foenum graecum	Sodium orthovanadate in drinking water and ANN-FOOD seed powder when administered to these ANN-DISEASE animals were found to reverse the activity of glyoxalase I to control values.	Neutral
10641155	1999	Indian journal of experimental biology	MESH:D014456	ulceration	Food ID:39350	Ocimum basilicum	Fixed oil of ANN-FOOD was found to possess significant antiulcer activity against aspirin, indomethacin, alcohol, histamine, reserpine, serotonin and stress-induced ANN-DISEASE in experimental animal models.	Positive
10641155	1999	Indian journal of experimental biology	MESH:D014456	ulcer	Food ID:39350	Ocimum basilicum	ANN-FOOD fixed oil may be considered to be a drug of natural origin which possesses both antiinflammatory and anti-ANN-DISEASE activity.	Positive
10643643	1999	Cytobios	MESH:D006528	hepatoma	Food ID:182084	Gynostemma pentaphyllum	The effect of gypenoside, an active component of the Chinese herb ANN-FOOD (Thumb) Makino, on human ANN-DISEASE cell lines (Hep3B and HA22T) was investigated.	Neutral
12600030	2002	Wei sheng yan jiu = Journal of hygiene research	MESH:D004487	edema	Food ID:97750	Kaempferia galanga L	In order to study the anti-carcinogeneic effect of three compounds isolated from ANN-FOOD, EBV assay, ear ANN-DISEASE test, ornithine decarboxylase (ODC) activity and two-stage-carcinogenisis test are applied.	Neutral
12600030	2002	Wei sheng yan jiu = Journal of hygiene research	MESH:D004487	ear edema	Food ID:97750	Kaempferia galanga L	The results show that both -cis and -trans ethyl-p-methoxycinnamate has inhibitory effect in vitro, and also has inhibitory effects in TPA tests or croton oil-induced ANN-DISEASE, ODC activity in specimen of mouse epidermis and extent of papilloma, indicating a relatively strong anti-carcinogenic potential of ethyl-p-methoxycinnamate in ANN-FOOD.	Neutral
12600030	2002	Wei sheng yan jiu = Journal of hygiene research	MESH:D010212	papilloma	Food ID:97750	Kaempferia galanga L	The results show that both -cis and -trans ethyl-p-methoxycinnamate has inhibitory effect in vitro, and also has inhibitory effects in TPA tests or croton oil-induced ear edema, ODC activity in specimen of mouse epidermis and extent of ANN-DISEASE, indicating a relatively strong anti-carcinogenic potential of ethyl-p-methoxycinnamate in ANN-FOOD.	Neutral
12600030	2002	Wei sheng yan jiu = Journal of hygiene research	MESH:D063646	carcinogenic	Food ID:97750	Kaempferia galanga L	The results show that both -cis and -trans ethyl-p-methoxycinnamate has inhibitory effect in vitro, and also has inhibitory effects in TPA tests or croton oil-induced ear edema, ODC activity in specimen of mouse epidermis and extent of papilloma, indicating a relatively strong anti-ANN-DISEASE potential of ethyl-p-methoxycinnamate in ANN-FOOD.	Positive
12601642	2003	Metabolism: clinical and experimental	MESH:D006946	hyperinsulinemia	Food ID:4682	garlic	This action of ANN-DISEASE was inhibited by methylallyl thiosulfinate (MAT), a component of ANN-FOOD extract, which exerted a strong anti-GGTase I activity.	Positive
12601669	2003	Phytotherapy research : PTR	MESH:D009369	cancer	Food ID:4682	garlic	The therapeutic efficacy of ANN-FOOD encompasses a wide variety of ailments, including cardiovascular, ANN-DISEASE, hepatic and microbial infections to name but a few.	Positive
12601669	2003	Phytotherapy research : PTR	MESH:D007239	infections	Food ID:4682	garlic	The therapeutic efficacy of ANN-FOOD encompasses a wide variety of ailments, including cardiovascular, cancer, hepatic and microbial ANN-DISEASE to name but a few.	Positive
12604230	2003	Chemico-biological interactions	MESH:D008175	lung cancer	Food ID:49827	licorice	Hence, ANN-FOOD exposure may affect NNK detoxification by inhibition of 11beta-HSD 1, a condition which may advance ANN-DISEASE incidence, especially in smokers expressing low levels of this enzyme.	Negative
12612333	2003	Postgraduate medical journal	MESH:D003248	constipation	Food ID:49827	liquorice	She then mentioned that she had been eating a large number of ``Pontefract cakes'' (a ANN-FOOD sweet) for the management of her chronic ANN-DISEASE.	Neutral
12619885	2003	Molecular and cellular biochemistry	MESH:D003920	diabetic	Food ID:119260	Cassia	The effect of aqueous extract of the flowers of ANN-FOOD auriculata were examined on antioxidants and lipid peroxidation in the brain of streptozotocin ANN-DISEASE rats.	Neutral
12620325	2003	Phytochemistry	MESH:D007938	leukemia	Food ID:75806	Japanese horseradish	The ethanol extract from ANN-FOOD wasabi was found to inhibit cell proliferation in human monoblastic ANN-DISEASE U937 cells by inducing apoptotic cell death.	Positive
12620325	2003	Phytochemistry	MESH:D007938	leukemia	Food ID:75806	wasabi	The ethanol extract from Japanese horseradish ANN-FOOD was found to inhibit cell proliferation in human monoblastic ANN-DISEASE U937 cells by inducing apoptotic cell death.	Positive
12620534	2003	Nutrition (Burbank, Los Angeles County, Calif.)	MESH:D003920	diabetic	Food ID:4222	safflower	For example, plasma triacylglycerol levels were not lowered after fish oil infusion in normal or ANN-DISEASE rats when compared with those of ANN-FOOD oil or soybean oil infusion.	Neutral
16375927	2006	Life sciences	MESH:D009369	tumor	Food ID:4232	sunflower	Group II animals received DMBA (20 mg in 0.5 ml ANN-FOOD oil and 0.5 ml of saline) i.p. to develop mammary ANN-DISEASE by the end of 90 days.	Neutral
16379425	2005	Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials	MESH:D003924	type II diabetes mellitus	Food ID:3311	Ginkgo biloba	OBJECTIVE: To investigate the effect and possible mechanism of ANN-FOOD extract EGB50 on vascular tension of ANN-DISEASE (DM) induced by hyperglycemia and hyperlipidemia.	Neutral
16379425	2005	Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials	MESH:D006943	hyperglycemia	Food ID:3311	Ginkgo biloba	OBJECTIVE: To investigate the effect and possible mechanism of ANN-FOOD extract EGB50 on vascular tension of type II diabetes mellitus (DM) induced by ANN-DISEASE and hyperlipidemia.	Neutral
16379425	2005	Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials	MESH:D006949	hyperlipidemia	Food ID:3311	Ginkgo biloba	OBJECTIVE: To investigate the effect and possible mechanism of ANN-FOOD extract EGB50 on vascular tension of type II diabetes mellitus (DM) induced by hyperglycemia and ANN-DISEASE.	Neutral
16379425	2005	Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials	MESH:D003920	diabetic	Food ID:3311	Ginkgo biloba	METHODS: Rats were randomly divided into normal control rats (Control), ANN-DISEASE rats (DM), diabetic rats oral-treated with higher dose ANN-FOOD extract EGB50 (H) and diabetic rats treated with lower dose EGB50 (L).	Neutral
16379425	2005	Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials	MESH:D003920	diabetic	Food ID:3311	Ginkgo biloba	METHODS: Rats were randomly divided into normal control rats (Control), diabetic rats (DM), ANN-DISEASE rats oral-treated with higher dose ANN-FOOD extract EGB50 (H) and diabetic rats treated with lower dose EGB50 (L).	Neutral
16379425	2005	Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials	MESH:D003920	diabetic	Food ID:3311	Ginkgo biloba	METHODS: Rats were randomly divided into normal control rats (Control), diabetic rats (DM), diabetic rats oral-treated with higher dose ANN-FOOD extract EGB50 (H) and ANN-DISEASE rats treated with lower dose EGB50 (L).	Neutral
16379561	2005	Journal of medicinal food	MESH:D063646	gastric carcinogenesis	Food ID:4682	garlic	We therefore evaluated the combined chemopreventive effect of S-allylcysteine (SAC), an organosulfur constituent of ANN-FOOD, and lycopene, a major carotenoid present in tomatoes, against N-methyl-N'-nitro-N-nitrosoguanidine (MNNG) and saturated sodium chloride (S-NaCl)-induced ANN-DISEASE in Wistar rats.	Neutral
16380694	2005	Neuro endocrinology letters	MESH:D001523	aggressive behavior	Food ID:37565	Ruta graveolens	Ingestion of ANN-FOOD markedly abolished ANN-DISEASE parameters in adult male treated rats namely, a suppression in lateralization, boxing bouts and ventral presenting postures.	Positive
16380694	2005	Neuro endocrinology letters	MESH:D001523	aggression	Food ID:37565	Ruta graveolens L	CONCLUSIONS ``CONCLUSION'': The aqueous extracts of ANN-FOOD might have adverse effects on territorial ANN-DISEASE and sexual behavior in male albino rats.	Positive
16390816	2005	Journal of drug targeting	MESH:D007239	infection	Food ID:219868	clove	In the present study, we evaluated antimicrobial activity of ANN-FOOD oil against a range of fungal pathogens including that responsible for urogenital ANN-DISEASE.	Neutral
16390816	2005	Journal of drug targeting	MESH:D002177	vaginal candidiasis	Food ID:219868	clove	On evaluating various formulations, topical administration of the liposomized ANN-FOOD oil was found to be most effective against treatment of ANN-DISEASE.	Positive
16399846	2006	Mutagenesis	MESH:D008175	lung tumors	Food ID:34256	Mentha piperita	The chemopreventive and antimutagenic effects of an aqueous extract of ANN-FOOD leaves were evaluated by using 9 week medium term model of benzo[a]pyrene (BP)-induced ANN-DISEASE.	Neutral
16401239	2005	Psychiatry and clinical neurosciences	MESH:D012559	schizophrenia	Food ID:3311	gingko biloba	It has been suggested that the extract of ANN-FOOD (EGb) may enhance the efficiency of the classic antipsychotic haloperidol in patients with chronic ANN-DISEASE, especially on positive symptoms, and reduce serum superoxide dismutase (SOD) levels.	Positive
18284488	2008	Journal of applied microbiology	MESH:C535390	Aspergillus parasiticus	Food ID:271192	Pimpinella anisum	OBJECTIVE ``AIMS'': The antifungal effect of ANN-FOOD (anise), Peumus boldus (boldus), Mentha piperita (peppermint), Origanum vulgare (oregano) and Minthosthachys verticillata (peperina) essential oils against Aspergillus section Flavi (two isolates of ANN-DISEASE and two isolates of Aspergillus flavus) was evaluated in maize meal extract agar at 0.982 and 0.955 water activities, at 25 degrees C. RESULTS ``METHODS AND RESULTS'': The percentage of germination, germ-tube elongation rate, growth rate and aflatoxin B(1) (AFB(1)) accumulation at different essential oils concentrations were evaluated.	Neutral
18284488	2008	Journal of applied microbiology	MESH:C535390	Aspergillus parasiticus	Food ID:271192	anise	OBJECTIVE ``AIMS'': The antifungal effect of Pimpinella anisum (ANN-FOOD), Peumus boldus (boldus), Mentha piperita (peppermint), Origanum vulgare (oregano) and Minthosthachys verticillata (peperina) essential oils against Aspergillus section Flavi (two isolates of ANN-DISEASE and two isolates of Aspergillus flavus) was evaluated in maize meal extract agar at 0.982 and 0.955 water activities, at 25 degrees C. RESULTS ``METHODS AND RESULTS'': The percentage of germination, germ-tube elongation rate, growth rate and aflatoxin B(1) (AFB(1)) accumulation at different essential oils concentrations were evaluated.	Neutral
18284488	2008	Journal of applied microbiology	MESH:C535390	Aspergillus parasiticus	Food ID:63812	Peumus boldus	OBJECTIVE ``AIMS'': The antifungal effect of Pimpinella anisum (anise), ANN-FOOD (boldus), Mentha piperita (peppermint), Origanum vulgare (oregano) and Minthosthachys verticillata (peperina) essential oils against Aspergillus section Flavi (two isolates of ANN-DISEASE and two isolates of Aspergillus flavus) was evaluated in maize meal extract agar at 0.982 and 0.955 water activities, at 25 degrees C. RESULTS ``METHODS AND RESULTS'': The percentage of germination, germ-tube elongation rate, growth rate and aflatoxin B(1) (AFB(1)) accumulation at different essential oils concentrations were evaluated.	Neutral
18284488	2008	Journal of applied microbiology	MESH:C535390	Aspergillus parasiticus	Food ID:34256	Mentha piperita	OBJECTIVE ``AIMS'': The antifungal effect of Pimpinella anisum (anise), Peumus boldus (boldus), ANN-FOOD (peppermint), Origanum vulgare (oregano) and Minthosthachys verticillata (peperina) essential oils against Aspergillus section Flavi (two isolates of ANN-DISEASE and two isolates of Aspergillus flavus) was evaluated in maize meal extract agar at 0.982 and 0.955 water activities, at 25 degrees C. RESULTS ``METHODS AND RESULTS'': The percentage of germination, germ-tube elongation rate, growth rate and aflatoxin B(1) (AFB(1)) accumulation at different essential oils concentrations were evaluated.	Neutral
18284488	2008	Journal of applied microbiology	MESH:C535390	Aspergillus parasiticus	Food ID:34256	peppermint	OBJECTIVE ``AIMS'': The antifungal effect of Pimpinella anisum (anise), Peumus boldus (boldus), Mentha piperita (ANN-FOOD), Origanum vulgare (oregano) and Minthosthachys verticillata (peperina) essential oils against Aspergillus section Flavi (two isolates of ANN-DISEASE and two isolates of Aspergillus flavus) was evaluated in maize meal extract agar at 0.982 and 0.955 water activities, at 25 degrees C. RESULTS ``METHODS AND RESULTS'': The percentage of germination, germ-tube elongation rate, growth rate and aflatoxin B(1) (AFB(1)) accumulation at different essential oils concentrations were evaluated.	Neutral
18284488	2008	Journal of applied microbiology	MESH:C535390	Aspergillus parasiticus	Food ID:39352	Origanum vulgare	OBJECTIVE ``AIMS'': The antifungal effect of Pimpinella anisum (anise), Peumus boldus (boldus), Mentha piperita (peppermint), ANN-FOOD (oregano) and Minthosthachys verticillata (peperina) essential oils against Aspergillus section Flavi (two isolates of ANN-DISEASE and two isolates of Aspergillus flavus) was evaluated in maize meal extract agar at 0.982 and 0.955 water activities, at 25 degrees C. RESULTS ``METHODS AND RESULTS'': The percentage of germination, germ-tube elongation rate, growth rate and aflatoxin B(1) (AFB(1)) accumulation at different essential oils concentrations were evaluated.	Neutral
18284488	2008	Journal of applied microbiology	MESH:C535390	Aspergillus parasiticus	Food ID:39352	oregano	OBJECTIVE ``AIMS'': The antifungal effect of Pimpinella anisum (anise), Peumus boldus (boldus), Mentha piperita (peppermint), Origanum vulgare (ANN-FOOD) and Minthosthachys verticillata (peperina) essential oils against Aspergillus section Flavi (two isolates of ANN-DISEASE and two isolates of Aspergillus flavus) was evaluated in maize meal extract agar at 0.982 and 0.955 water activities, at 25 degrees C. RESULTS ``METHODS AND RESULTS'': The percentage of germination, germ-tube elongation rate, growth rate and aflatoxin B(1) (AFB(1)) accumulation at different essential oils concentrations were evaluated.	Positive
18284819	2008	The Journal of pharmacy and pharmacology	MESH:D011595	agitation	Food ID:39338	Melissa officinalis	A dual radioligand binding and electrophysiological study, focusing on a range of ligand-gated ion channels, was performed with a chemically-validated essential oil derived from ANN-FOOD (MO), which has shown clinical benefit in treating ANN-DISEASE.	Positive
18296352	2008	Asia Pacific journal of clinical nutrition	MESH:D012216	rheumatic disorders	Food ID:136217	turmeric	The Indian traditional medical systems use ANN-FOOD for wound healing, ANN-DISEASE, gastrointestinal symptoms, deworming, rhinitis and as a cosmetic.	Positive
18296352	2008	Asia Pacific journal of clinical nutrition	MESH:D005767	gastrointestinal symptoms	Food ID:136217	turmeric	The Indian traditional medical systems use ANN-FOOD for wound healing, rheumatic disorders, ANN-DISEASE, deworming, rhinitis and as a cosmetic.	Positive
18296352	2008	Asia Pacific journal of clinical nutrition	MESH:D006255	rhinitis	Food ID:136217	turmeric	The Indian traditional medical systems use ANN-FOOD for wound healing, rheumatic disorders, gastrointestinal symptoms, deworming, ANN-DISEASE and as a cosmetic.	Positive
18296352	2008	Asia Pacific journal of clinical nutrition	MESH:D009369	tumour	Food ID:136217	turmeric	Both ANN-FOOD and curcumin were found to increase detoxifying enzymes, prevent DNA damage, improve DNA repair, decrease mutations and ANN-DISEASE formation and exhibit antioxidative potential in animals.	Positive
18296352	2008	Asia Pacific journal of clinical nutrition	MESH:D011230	regress precancerous palatal lesions	Food ID:136217	turmeric	Limited clinical studies suggest that ANN-FOOD can significantly impact excretion of mutagens in urine in smokers and ANN-DISEASE.	Neutral
18296352	2008	Asia Pacific journal of clinical nutrition	MESH:D003920	diabetes	Food ID:78534	Fenugreek	ANN-FOOD seeds, a rich source of soluble fiber used in Indian cuisine reduces blood glucose and lipids and can be used as a food adjuvant in ANN-DISEASE.	Positive
18296352	2008	Asia Pacific journal of clinical nutrition	MESH:D063646	carcinogenesis	Food ID:4682	garlic	Similarly ANN-FOOD, onions, and ginger have been found to modulate favourably the process of ANN-DISEASE.	Positive
18296352	2008	Asia Pacific journal of clinical nutrition	MESH:D063646	carcinogenesis	Food ID:94328	ginger	Similarly garlic, onions, and ANN-FOOD have been found to modulate favourably the process of ANN-DISEASE.	Positive
18299699	2008	Minerva medica	MESH:D000309	adrenal insufficiency	Food ID:49827	liquorice	After her neurological condition had fully normalized, the patient admitted she had been assuming large amounts of ANN-FOOD as a laxative for many years; this compound very likely compensated the ANN-DISEASE by inhibiting 11 b steroid-dehydrogenase and disguised the clinical presentation at the time of admission.	Neutral
18299699	2008	Minerva medica	MESH:D006929	hyperaldosteronism	Food ID:49827	liquorice	Furthermore, excessive ANN-FOOD intake can induce a clinical picture resembling that of primary ANN-DISEASE.	Negative
18306669	2008	Brain and nerve = Shinkei kenkyu no shinpo	MESH:D009135	hypokalemic myopathy	Food ID:49827	licorice	We report the case of an 86-year-old female with ANN-FOOD-induced ANN-DISEASE.	Negative
18308524	2008	Mycological research	MESH:C538496	skeletal hyphae	Food ID:128608	cinnamon	punctata complex, but is characterized by an effused-reflexed to pileate basidioma with triquetrous to ungulate pilei, pale yellowish brown to ANN-FOOD brown pore surface, moderately thick-walled ANN-DISEASE in the context, which are partly collapsed on drying, lack of setae, presence of fusoid to subulate cystidioles, and growth on Punica.	Neutral
20232343	2010	BioFactors (Oxford, England)	MESH:D007249	inflammation	Food ID:94328	ginger	[6]-gingerol (1-[4'-hydroxy-3'-methoxyphenyl]-5-hydroxy-3-decanone) is the major pungent principle of ANN-FOOD, with numerous pharmacological properties including antioxidant, anti-ANN-DISEASE, and antitumor promoting properties.	Positive
20233001	2010	Journal of investigative surgery : the official journal of the Academy of Surgical Research	MESH:D015427	ischemia reperfusion injury	Food ID:555479	Nigella Sativa	BACKGROUND: In previous studies, it has been demonstrated that ANN-FOOD (NS) has protective effects against ANN-DISEASE on various organs.	Positive
22172207	2012	The British journal of nutrition	MESH:C565129	tumour-bearing albino	Food ID:268884	marjoram	Here, we evaluated and compared the efficacy of two different doses (50 and 100 mg/kg body weight, given orally for 30 consecutive days) of Egyptian sweet ANN-FOOD leaf powder (MLP) and marjoram leaf aqueous extract (MLE) in alleviating the genotoxicity, immunosuppression and other complications induced by CP in non-ANN-DISEASE rats.	Neutral
22172207	2012	The British journal of nutrition	MESH:C565129	tumour-bearing albino	Food ID:268884	marjoram	Here, we evaluated and compared the efficacy of two different doses (50 and 100 mg/kg body weight, given orally for 30 consecutive days) of Egyptian sweet marjoram leaf powder (MLP) and ANN-FOOD leaf aqueous extract (MLE) in alleviating the genotoxicity, immunosuppression and other complications induced by CP in non-ANN-DISEASE rats.	Neutral
22172207	2012	The British journal of nutrition	MESH:D006987	reducing genotoxicity	Food ID:268884	marjoram	In conclusion, sweet ANN-FOOD leaves (especially in the form of a herbal tea) may be useful as an immunostimulant and in ANN-DISEASE in patients under chemotherapeutic interventions.	Positive
22173475	2012	Journal of urban health : bulletin of the New York Academy of Medicine	MESH:D034381	hearing loss	Food ID:4073	chili pepper	This study set out to determine the pattern and predictors of noise-induced ANN-DISEASE (NIHL) among small-scale and self-employed ANN-FOOD grinders in Lagos, Southwest Nigeria.	Neutral
22181075	2012	Journal of medicinal food	MESH:D004194	diseases	Food ID:136217	turmeric	These findings suggest the potential use of ANN-FOOD extract (including curcumin and turmerones), rather than curcumin alone, for treating ANN-DISEASE.	Positive
22182368	2012	The British journal of nutrition	MESH:D012871	skin papillomatogenesis	Food ID:105181	cardamom	We have investigated the efficacy of dietary ANN-FOOD against 7,12-dimethylbenz[a]anthracene (DMBA)-induced ANN-DISEASE in Swiss albino mice that closely resembles human NMSC.	Neutral
22186336	2012	Pakistan journal of pharmaceutical sciences	MESH:D011023	Staphylococcus aureus	Food ID:49992	Thymus vulgaris	The inhibitory effects of essential oils as well as chloroformic extracts of ANN-FOOD, Thymus serpyllum, Salvia officinalis and Pimpinella anisum grown in Ash-shoubak region-south of Jordan and their possible individual phytochemical constituents was screened against pathogenic clinical and standard strains of ANN-DISEASE, Pseudomonas aeruginosa and Escherichia coli.	Neutral
22186336	2012	Pakistan journal of pharmaceutical sciences	MESH:D004927	Escherichia coli	Food ID:49992	Thymus vulgaris	The inhibitory effects of essential oils as well as chloroformic extracts of ANN-FOOD, Thymus serpyllum, Salvia officinalis and Pimpinella anisum grown in Ash-shoubak region-south of Jordan and their possible individual phytochemical constituents was screened against pathogenic clinical and standard strains of Staphylococcus aureus, Pseudomonas aeruginosa and ANN-DISEASE.	Neutral
22186336	2012	Pakistan journal of pharmaceutical sciences	MESH:D011023	Staphylococcus aureus	Food ID:204219	Thymus serpyllum	The inhibitory effects of essential oils as well as chloroformic extracts of Thymus vulgaris, ANN-FOOD, Salvia officinalis and Pimpinella anisum grown in Ash-shoubak region-south of Jordan and their possible individual phytochemical constituents was screened against pathogenic clinical and standard strains of ANN-DISEASE, Pseudomonas aeruginosa and Escherichia coli.	Neutral
22186336	2012	Pakistan journal of pharmaceutical sciences	MESH:D004927	Escherichia coli	Food ID:204219	Thymus serpyllum	The inhibitory effects of essential oils as well as chloroformic extracts of Thymus vulgaris, ANN-FOOD, Salvia officinalis and Pimpinella anisum grown in Ash-shoubak region-south of Jordan and their possible individual phytochemical constituents was screened against pathogenic clinical and standard strains of Staphylococcus aureus, Pseudomonas aeruginosa and ANN-DISEASE.	Neutral
22186336	2012	Pakistan journal of pharmaceutical sciences	MESH:D011023	Staphylococcus aureus	Food ID:38868	Salvia officinalis	The inhibitory effects of essential oils as well as chloroformic extracts of Thymus vulgaris, Thymus serpyllum, ANN-FOOD and Pimpinella anisum grown in Ash-shoubak region-south of Jordan and their possible individual phytochemical constituents was screened against pathogenic clinical and standard strains of ANN-DISEASE, Pseudomonas aeruginosa and Escherichia coli.	Neutral
22186336	2012	Pakistan journal of pharmaceutical sciences	MESH:D004927	Escherichia coli	Food ID:38868	Salvia officinalis	The inhibitory effects of essential oils as well as chloroformic extracts of Thymus vulgaris, Thymus serpyllum, ANN-FOOD and Pimpinella anisum grown in Ash-shoubak region-south of Jordan and their possible individual phytochemical constituents was screened against pathogenic clinical and standard strains of Staphylococcus aureus, Pseudomonas aeruginosa and ANN-DISEASE.	Neutral
